ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
52099,Sri Indriyani,F,21,145,48,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Flyweight,Bronze
52287,Raluca Andreea Ioni,F,24,184,78,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
53600,Janeth dos Santos Arcain,F,31,182,67,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
53627,Jang Jae-Seong,M,25,173,63,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
53641,Jang Seong-Ho,M,22,183,79,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
53677,Janina Dia Chagas da Conceio,F,27,192,82,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
53995,arnas Jasikeviius,M,24,193,92,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
54085,Carlos Alberto Borges Jayme,M,20,190,90,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
54218,Viktor Jeleni,M,29,203,104,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
54511,Jeong Dae-Hyeon,M,21,185,98,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
54566,Jeong Min-Tae,M,30,183,90,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
54584,Jeong Seong-Suk,F,28,165,63,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Middleweight,Bronze
54589,Jeong Su-Geun,M,23,178,67,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
54775,Jiang Cuihua,F,25,174,78,China,CHN,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Bronze
54890,Jin Pil-Jung,M,27,186,83,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
54925,Marek Jiras,M,22,170,60,Czech Republic-1,CZE,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
54990,Jo Min-Seon,F,28,175,69,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Middleweight,Bronze
55077,Herman Horn Johannessen,M,36,174,72,Norway,NOR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Bronze
55088,Andr Bier Johannpeter,M,37,178,78,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
55298,Louise Jhncke (-Tjrnqvist),F,24,175,70,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
55340,"Richard Andrew ""Butch"" Johnson",M,45,191,98,United States,USA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Bronze
55735,"Stephanie ""Steffi"" Jones",F,27,180,72,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
56497,Alina Maratovna Kabayeva,F,17,164,46,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze
57098,Anna-Karin Simone Kammerling,F,19,193,68,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
57228,Kang Yong-Gyun,M,26,163,54,North Korea,PRK,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
57374,Denis Viktorovich Kapustin,M,29,190,84,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,Bronze
57518,Amiran Kardanov,M,24,162,54,Greece,GRE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
57563,Karin Rodrigues,F,28,187,77,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
57778,"Zakharoula ""Zara"" Karyami",F,17,166,43,Greece,GRE,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
57972,Ktia Andreia Caldeira Lopes,F,27,172,64,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
58521,Klete D. Keller,M,18,198,97,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Bronze
58558,Kelly Silva dos Santos,F,20,193,92,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
58590,Shane John Kelly,M,28,182,85,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
58609,Kely Kolasco Fraga,F,25,193,79,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
58675,Barbara Anne Kendall,F,33,168,58,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Windsurfer,Bronze
58701,Johan Kenkhuis,M,20,185,73,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
59247,Ioanna Khatziioannou,F,26,163,63,Greece,GRE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Middleweight,Bronze
59413,"Evangelia ""Eva"" Khristodoulou",F,16,163,45,Greece,GRE,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
59609,Kerstin Kielga,F,30,179,62,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
59674,"rika Kelly ""Kiki"" Pereira Coimbra",F,20,179,67,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
59846,Kim Dong-Ju,M,24,180,98,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
59848,Kim Dong-Mun,M,24,184,74,South Korea-2,KOR,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Doubles,Bronze
59881,Kim Gi-Tae,M,31,180,78,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
59939,Kim Han-Su,M,28,186,88,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
60156,Kim Mu-Gyo,F,25,174,59,South Korea-1,KOR,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,Bronze
60218,Kim Seon-Yeong,F,21,173,93,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Heavyweight,Bronze
60267,Kim Su-Gyeong,M,21,183,81,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
60274,Kim Su-Nyeong,F,29,165,58,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,Bronze
60281,Kim Tae-Gyun,M,29,176,76,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
60296,Kim Un-Chol,M,20,162,48,North Korea,PRK,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Bronze
61334,Andreas Klden,M,25,183,64,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",Bronze
61694,Lars Kober,M,23,183,79,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
61697,Sebastian Kber,M,21,192,102,Germany,GER,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Bronze
62204,Michael (-Mikhail) Kolganov,M,25,185,89,Israel,ISR,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze
62461,Rita Knig (-Rmer),F,23,170,64,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Bronze
62591,Sofiya Yevgenyevna Konukh,F,20,173,61,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
62809,Alison Jennifer Korn,F,29,185,79,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
62863,Mariya Viktorovna Korolyova,F,25,172,67,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
63201,Wiradech Kothny,M,21,182,79,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Individual",Bronze
63201,Wiradech Kothny,M,21,182,79,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Bronze
63214,Olga Ivanovna Kotlyarova,F,24,180,66,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
63221,Tatyana Vladimirovna Kotova,F,23,182,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,Bronze
63223,Grzegorz Leon Kotowicz,M,27,187,85,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
63664,Karen Kraft (-Rigsby),F,31,177,71,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Bronze
64326,Frantz Kruger,M,25,203,130,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,Bronze
64391,Jens Kruppa,M,24,200,95,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
64444,Nikolay Vyacheslavovich Kryukov,M,21,164,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
64485,Eldar-Luk'a K'urt'anidze,M,28,173,96,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
64846,Nikola Kuljaa,M,26,197,94,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
64922,Astrid Kumbernuss,F,30,186,89,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Shot Put,Bronze
65048,Kuo Yi-Hang,F,25,166,75,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Heavyweight,Bronze
65222,Kie Kusakabe,F,21,160,57,Japan,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Lightweight,Bronze
65311,Nataliya Anatolyevna Kutuzova,F,25,178,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
65355,Svetlana Vladimirovna Kuzina,F,25,165,62,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
65528,Kye Sun-Hui,F,21,158,60,North Korea,PRK,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Bronze
65854,Bernard Kipchirchir Lagat,M,25,173,58,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",Bronze
65925,Brahim Lahlafi,M,32,172,62,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",Bronze
66847,Tonje Larsen,F,25,184,72,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
66933,Anatoly Vladimirovich Laryukov,M,29,175,73,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Lightweight,Bronze
67255,Sergey Petrovich Lavrenov,M,28,164,68.5,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Lightweight,Bronze
67792,Lee Byeong-Gyu,M,25,185,82,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
68029,Lee Ju-Hyeong,M,27,163,61,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
68097,Lee Sang-Gi,M,34,186,85,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Individual",Bronze
68138,Lee Seung-Ho,M,19,NA,NA,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
68147,Lee Seung-Yeop,M,24,183,92,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
68297,Cecilie Leganger,F,25,179,76,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
68491,Leila de Gomes de Barros,F,28,179,72,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
68693,Karen Lende O'Connor,F,42,168,55,United States,USA,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
69039,Fanny Ltourneau,F,21,165,59,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
69151,Yuliya Aleksandrovna Levina,F,27,184,80,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
69456,Li Na,F,19,177,67,China,CHN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Bronze
69618,Liang Qin,F,28,175,70,China,CHN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Bronze
69811,Myriam Lignot,F,25,169,53,France,FRA,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
69856,Lilian Cristina Lopes Gonalves,F,21,186,68,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
69876,Anna Josefin Lillhage (-stblom),F,20,177,65,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
69936,Mariana Limbu,F,23,175,71,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
70202,Drte Lindner,F,26,165,58,Germany,GER,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Springboard,Bronze
70319,Renate Lingor,F,24,165,56,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
70572,Liu Guoliang,M,24,168,60,China,CHN,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Singles,Bronze
70669,Liu Xuan,F,21,153,48,China,CHN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
70702,Liu Yuxiang,F,24,159,57,China,CHN,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Bronze
70726,Brent James Livermore,M,24,177,74,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
70800,Vqar Mursal lkbrov,M,19,178,91,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,Bronze
70912,Yekaterina Vladimirovna Lobaznyuk,F,17,141,40,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Bronze
71203,Matthew Long,M,25,194,89,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze
71236,Jeannie Longo-Ciprelli,F,41,164,48,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Individual Time Trial,Bronze
71267,Fredrik Max Emil Lf,M,30,190,97,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Bronze
71820,Steven Garrett Lowney,M,20,185,96,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
71834,Nelson Loyola Torriente,M,32,184,80,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Bronze
71843,Demetrio Lozano Jarque,M,24,196,100,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
72191,Theresa Anne Luke,F,33,180,78,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
72228,Digenes Lua Martnez,M,23,168,63,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
73200,Tom Mder,M,26,165,68,Czech Republic-1,CZE,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
73275,Sren Madsen,M,24,185,71,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
73436,Gabriele Magni,M,26,185,70,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Team",Bronze
73817,Sergey Aleksandrovich Makarov,M,27,192,100,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,Bronze
73998,Claudio Andrs del Trnsito Maldonado Rivera,M,20,173,67,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
74034,Aleksandr Ivanovich Maletin,M,25,170,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,Bronze
74119,Karnam Malleswari,F,25,163,60,India,IND,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze
74186,Kristen Ann Maloney,F,19,152,46,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze
74521,Paul Christian Manning,M,25,189,76,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
74847,Kstutis Mariulionis,M,24,188,74,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
75178,Aleksey Mikhaylovich Markov,M,21,181,81,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Points Race,Bronze
75674,Silvio Martinello,M,37,177,71,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Bronze
75966,Sergey Anatolyevich Martynov,M,32,173,65,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
76103,Ruslan Oleksandrovych Mashurenko,M,29,184,90,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,Bronze
76115,Tomas Masiulis,M,24,205,104,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
76123,Darius Maskolinas,M,29,195,90,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
76239,Enric Massip Borrs,M,31,192,92,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
76283,Luigi Mastrangelo,M,25,202,90,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
77030,Freddy Santiago Mayola Fernndez,M,22,176,74,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
77437,Heather Jane McDermid,F,31,178,68,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
77438,Sally Jane McDermid-McCreedy,F,35,176,80,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
77452,Beverly McDonald (-Stewart),F,30,169,59,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,Bronze
77534,"Bradley John ""Brad"" McGee",M,24,182,72,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
77592,Yvonne McGregor,F,39,165,56,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze
77614,Lincoln Paul McIlravy,M,26,172,69,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
77625,Aaron John McIntosh,M,28,177,71,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Windsurfer,Bronze
77638,Troy McIntosh,M,27,178,73,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
77670,"Charles ""Charlie"" McKee",M,38,179,79,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,Bronze
77671,Jonathan Dunn McKee,M,40,177,73,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,Bronze
78278,Maren Meinert,F,27,173,69,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
78442,Arsen Melikyan,M,24,170,77,Armenia,ARM,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,Bronze
78687,Osleidys Menndez Sez,F,20,175,80,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,Bronze
78775,Barbara Mensing,F,39,170,70,Germany,GER,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,Bronze
78796,Marco Meoni,M,27,197,86,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
78898,Larisa Viktorovna Merk,F,29,180,80,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
78966,Katharine Merry,F,25,173,62,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,Bronze
79060,Magali Di Marco Messmer (Chopard-),F,29,166,53,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,Bronze
79212,Heiko Meyer,M,23,160,57,Germany,GER,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Bronze
79272,Assefa Mezgebu,M,22,175,55,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",Bronze
79641,Sergey Mikhaylov,M,24,187,80,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Bronze
80042,Lalita Vadimovna Milshina-Yauhleuskaya,F,36,158,64,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
80099,Sumika Minamoto,F,21,168,64,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
80125,Juraj Mink,M,23,181,76,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
80181,Sandra Minnert,F,27,173,68,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
81312,Avard Moncur,M,21,193,87,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
81572,Anne Katherine Montminy (-Goldman),F,25,165,49,Canada,CAN,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Platform,Bronze
81920,Ftima Moreira de Melo,F,22,160,55,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
82292,Melissa Renee Morrison (-Howard),F,29,164,56,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Bronze
82308,Simmone Anne Morrow,F,23,169,62,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
83051,Claudia Mller,F,26,178,64,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
83258,Kirsten Mnchow (-Klose-),F,23,172,75,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,Bronze
83313,"Timothy Alexander ""Tim"" Munnings",M,34,188,73,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
83735,Oana Manuela Muunoi-Pantelimon,F,27,178,61,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,Bronze
83853,Curtis Allen Myden,M,26,188,84,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
84315,Mai Nakamura,F,21,170,67,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
84359,Miki Nakao,F,22,162,48,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,Bronze
84793,Reinaldo Marcelino Navia Amador,M,22,170,70,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
84856,Nataliya Viktorovna Nazarova,F,21,168,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
85145,Gary Malcolm Neiwand,M,34,176,86,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
85553,Robert Frederick Newbery,M,21,174,70,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze
85597,"Christopher ""Chris"" Newton",M,26,181,69,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
86347,Jeanette Nilsen,F,28,181,78,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
86570,Niu Zhiyuan,M,26,171,80,China,CHN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Running Target, 10 metres",Bronze
86959,Kirstin Normand,F,26,172,68,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
86985,Justin Neville Norris,M,20,185,82,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,Bronze
